vendor_id,is_anomaly,anomaly_type,severity,expired_certifications,explanation
VND-0267,FALSE,NORMAL,LOW,None,Vendor Petty PLC shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0268,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0269,TRUE,CONTRACT_EXPIRED_ACTIVE_ACCESS,HIGH,None,"Vendor's contract expired on 2024-11-22 yet system access has not been revoked, violating offboarding policy."
VND-0270,FALSE,NORMAL,LOW,None,Vendor Reid PLC shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0271,FALSE,NORMAL,LOW,None,Vendor Cervantes-Pearson shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0272,FALSE,NORMAL,LOW,None,"Vendor Smith, Taylor and Guzman shows no anomalous risk indicators; certifications current and risk profile within acceptable range."
VND-0273,TRUE,EXPIRED_CERTIFICATION,MEDIUM,ISO27001,Vendor has expired security certification(s) (ISO27001) that should have been renewed.
VND-0274,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0275,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0276,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0277,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0278,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 91.8 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0279,TRUE,VENDOR_UNDER_INVESTIGATION,CRITICAL,None,Vendor is currently under active compliance/security investigation; access should be reviewed immediately.
VND-0280,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0281,FALSE,NORMAL,LOW,None,"Vendor Leach, Turner and Monroe shows no anomalous risk indicators; certifications current and risk profile within acceptable range."
VND-0282,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 42.5 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0283,TRUE,ELEVATED_RISK_VENDOR,MEDIUM,None,Vendor's risk score is trending upward and sits in an elevated medium-risk band warranting closer monitoring.
VND-0284,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 8, posing elevated exposure risk."
VND-0285,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0286,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0287,TRUE,ELEVATED_RISK_VENDOR,MEDIUM,None,Vendor's risk score is trending upward and sits in an elevated medium-risk band warranting closer monitoring.
VND-0288,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0289,FALSE,NORMAL,LOW,None,Vendor Mitchell Group shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0290,FALSE,NORMAL,LOW,None,"Vendor Mckinney, Bowen and Rice shows no anomalous risk indicators; certifications current and risk profile within acceptable range."
VND-0291,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 47.5 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0292,FALSE,NORMAL,LOW,None,"Vendor Moreno, Armstrong and Gregory shows no anomalous risk indicators; certifications current and risk profile within acceptable range."
VND-0293,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0294,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 48.3 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0295,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,SOC2,"Vendor has a documented breach history while holding full_admin access at scope level 8, posing elevated exposure risk."
VND-0296,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 53.2 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0297,FALSE,NORMAL,LOW,None,Vendor Lee-Porter shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0298,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0299,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 56.7 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0300,TRUE,VENDOR_UNDER_INVESTIGATION,CRITICAL,None,Vendor is currently under active compliance/security investigation; access should be reviewed immediately.
VND-0301,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 10, posing elevated exposure risk."
VND-0302,TRUE,ELEVATED_RISK_VENDOR,MEDIUM,None,Vendor's risk score is trending upward and sits in an elevated medium-risk band warranting closer monitoring.
VND-0303,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0304,TRUE,HIGH_RISK_SCORE,HIGH,SOC2,"Vendor's calculated risk score of 46.5 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0305,FALSE,NORMAL,LOW,None,Vendor Thomas Inc shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0306,TRUE,EXPIRED_CERTIFICATION,MEDIUM,ISO27001,Vendor has expired security certification(s) (ISO27001) that should have been renewed.
VND-0307,FALSE,NORMAL,LOW,None,"Vendor Hahn, Griffin and Collins shows no anomalous risk indicators; certifications current and risk profile within acceptable range."
VND-0308,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0309,FALSE,NORMAL,LOW,None,"Vendor Lang, Ellis and Stone shows no anomalous risk indicators; certifications current and risk profile within acceptable range."
VND-0310,TRUE,EXPIRED_CERTIFICATION,MEDIUM,ISO27001,Vendor has expired security certification(s) (ISO27001) that should have been renewed.
VND-0311,TRUE,EXPIRED_CERTIFICATION,MEDIUM,ISO27001,Vendor has expired security certification(s) (ISO27001) that should have been renewed.
VND-0312,TRUE,CONTRACT_EXPIRED_ACTIVE_ACCESS,HIGH,None,"Vendor's contract expired on 2025-07-16 yet system access has not been revoked, violating offboarding policy."
VND-0313,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0314,TRUE,ELEVATED_RISK_VENDOR,MEDIUM,None,Vendor's risk score is trending upward and sits in an elevated medium-risk band warranting closer monitoring.
VND-0315,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 52.7 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0316,FALSE,NORMAL,LOW,None,Vendor Davis Inc shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0317,TRUE,EXPIRED_CERTIFICATION,MEDIUM,ISO27001,Vendor has expired security certification(s) (ISO27001) that should have been renewed.
VND-0318,TRUE,ELEVATED_RISK_VENDOR,MEDIUM,None,Vendor's risk score is trending upward and sits in an elevated medium-risk band warranting closer monitoring.
VND-0319,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,ISO27001,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0320,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 82.4 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0321,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 10, posing elevated exposure risk."
VND-0322,TRUE,VENDOR_UNDER_INVESTIGATION,CRITICAL,None,Vendor is currently under active compliance/security investigation; access should be reviewed immediately.
VND-0323,TRUE,ELEVATED_RISK_VENDOR,MEDIUM,None,Vendor's risk score is trending upward and sits in an elevated medium-risk band warranting closer monitoring.
VND-0324,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,ISO27001,"Vendor has a documented breach history while holding full_admin access at scope level 9, posing elevated exposure risk."
VND-0325,FALSE,NORMAL,LOW,None,"Vendor Smith, Clark and Bennett shows no anomalous risk indicators; certifications current and risk profile within acceptable range."
VND-0326,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 58.2 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0327,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 87.4 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0328,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 55.4 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0329,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0330,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 8, posing elevated exposure risk."
VND-0331,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 10, posing elevated exposure risk."
VND-0332,TRUE,EXPIRED_CERTIFICATION,MEDIUM,ISO27001,Vendor has expired security certification(s) (ISO27001) that should have been renewed.
VND-0333,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0334,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0335,FALSE,NORMAL,LOW,None,Vendor Davis and Sons shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0336,TRUE,CONTRACT_EXPIRED_ACTIVE_ACCESS,HIGH,None,"Vendor's contract expired on 2023-10-09 yet system access has not been revoked, violating offboarding policy."
VND-0337,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 10, posing elevated exposure risk."
VND-0338,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 38.7 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0339,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 9, posing elevated exposure risk."
VND-0340,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 9, posing elevated exposure risk."
VND-0341,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0342,TRUE,ELEVATED_RISK_VENDOR,MEDIUM,None,Vendor's risk score is trending upward and sits in an elevated medium-risk band warranting closer monitoring.
VND-0343,TRUE,VENDOR_UNDER_INVESTIGATION,CRITICAL,None,Vendor is currently under active compliance/security investigation; access should be reviewed immediately.
VND-0344,TRUE,HIGH_RISK_SCORE,HIGH,SOC2,"Vendor's calculated risk score of 57.9 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0345,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 9, posing elevated exposure risk."
VND-0346,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0347,TRUE,EXPIRED_CERTIFICATION,MEDIUM,ISO27001,Vendor has expired security certification(s) (ISO27001) that should have been renewed.
VND-0348,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0349,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0350,TRUE,HIGH_RISK_SCORE,HIGH,SOC2,"Vendor's calculated risk score of 59.0 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0351,TRUE,CONTRACT_EXPIRED_ACTIVE_ACCESS,HIGH,None,"Vendor's contract expired on 2025-05-22 yet system access has not been revoked, violating offboarding policy."
VND-0352,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 10, posing elevated exposure risk."
VND-0353,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0354,FALSE,NORMAL,LOW,None,Vendor Thompson-Cochran shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0355,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 48.2 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0356,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 10, posing elevated exposure risk."
VND-0357,TRUE,EXPIRED_CERTIFICATION,MEDIUM,ISO27001,Vendor has expired security certification(s) (ISO27001) that should have been renewed.
VND-0358,TRUE,CONTRACT_EXPIRED_ACTIVE_ACCESS,HIGH,None,"Vendor's contract expired on 2025-06-21 yet system access has not been revoked, violating offboarding policy."
VND-0359,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 58.5 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0360,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0361,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 9, posing elevated exposure risk."
VND-0362,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0363,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,SOC2,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0364,FALSE,NORMAL,LOW,None,Vendor Pennington-Stevens shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0365,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,ISO27001,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0366,TRUE,VENDOR_UNDER_INVESTIGATION,CRITICAL,None,Vendor is currently under active compliance/security investigation; access should be reviewed immediately.
VND-0367,TRUE,CONTRACT_EXPIRED_ACTIVE_ACCESS,HIGH,None,"Vendor's contract expired on 2024-07-17 yet system access has not been revoked, violating offboarding policy."
VND-0368,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0369,TRUE,ELEVATED_RISK_VENDOR,MEDIUM,None,Vendor's risk score is trending upward and sits in an elevated medium-risk band warranting closer monitoring.
VND-0370,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 53.0 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0371,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 9, posing elevated exposure risk."
VND-0372,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 10, posing elevated exposure risk."
VND-0373,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,None,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0374,TRUE,CONTRACT_EXPIRED_ACTIVE_ACCESS,HIGH,None,"Vendor's contract expired on 2024-04-22 yet system access has not been revoked, violating offboarding policy."
VND-0375,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 45.2 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0376,FALSE,NORMAL,LOW,None,Vendor Hernandez-Green shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0377,FALSE,NORMAL,LOW,None,Vendor Thomas-Reyes shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0378,FALSE,NORMAL,LOW,None,Vendor Wilcox Inc shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0379,TRUE,VENDOR_UNDER_INVESTIGATION,CRITICAL,None,Vendor is currently under active compliance/security investigation; access should be reviewed immediately.
VND-0380,TRUE,ELEVATED_RISK_VENDOR,MEDIUM,None,Vendor's risk score is trending upward and sits in an elevated medium-risk band warranting closer monitoring.
VND-0381,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 10, posing elevated exposure risk."
VND-0382,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 8, posing elevated exposure risk."
VND-0383,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 93.6 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0384,TRUE,RECENTLY_BREACHED_VENDOR,HIGH,ISO27001,"Vendor experienced a security breach within the last 24 months, indicating ongoing security concerns."
VND-0385,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 9, posing elevated exposure risk."
VND-0386,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0387,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 10, posing elevated exposure risk."
VND-0388,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 48.2 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0389,FALSE,NORMAL,LOW,None,Vendor Campos and Sons shows no anomalous risk indicators; certifications current and risk profile within acceptable range.
VND-0390,FALSE,NORMAL,LOW,None,"Vendor Meyer, Levine and Wilson shows no anomalous risk indicators; certifications current and risk profile within acceptable range."
VND-0391,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0392,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0393,TRUE,VENDOR_UNDER_INVESTIGATION,CRITICAL,None,Vendor is currently under active compliance/security investigation; access should be reviewed immediately.
VND-0394,TRUE,HIGH_RISK_SCORE,HIGH,None,"Vendor's calculated risk score of 29.1 exceeds the high-risk threshold based on sensitivity, access, and compliance gaps."
VND-0395,FALSE,NORMAL,LOW,None,"Vendor Houston, Hamilton and Brown shows no anomalous risk indicators; certifications current and risk profile within acceptable range."
VND-0396,TRUE,EXPIRED_CERTIFICATION,MEDIUM,ISO27001,Vendor has expired security certification(s) (ISO27001) that should have been renewed.
VND-0397,TRUE,ELEVATED_RISK_VENDOR,MEDIUM,None,Vendor's risk score is trending upward and sits in an elevated medium-risk band warranting closer monitoring.
VND-0398,TRUE,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,None,"Vendor has a documented breach history while holding full_admin access at scope level 8, posing elevated exposure risk."
VND-0399,TRUE,EXPIRED_CERTIFICATION,MEDIUM,SOC2,Vendor has expired security certification(s) (SOC2) that should have been renewed.
VND-0400,TRUE,CONTRACT_EXPIRED_ACTIVE_ACCESS,HIGH,None,"Vendor's contract expired on 2024-02-23 yet system access has not been revoked, violating offboarding policy."
